  It       Time      CPU Time            ReadIO           WriteIO  MTask  RTask    MapInRec   MapOutRec    ComInRec   ComOutRec    RedInRec   RedOutRec      Spills 
  80    1575.84      53536.11      108852724075      108207447431    824     32    67135578   476553416   533744143   122570976    65380249    65378632   186528617 
  81    1511.39      52222.18      108208792065      107110284873    817     32    65378632   462541460   517728303   118592025    63405182    63403530   180645394 
  82    1492.18      50974.59      107111622880      105569228933    812     32    63403530   447011194   499200501   113427619    61238312    61236572   173200785 
  83    1423.43      48977.86      105570568555      103612374475    799     32    61236572   430136922   480802434   109563452    58897940    58896262   167033963 
  84    1384.87      47191.63      103613718485      101253617080    787     32    58896262   412103920   460924221   105233467    56413166    56411536   160201570 
  85    1325.30      45352.07      101254963596       98513777751    768     32    56411536   393104376   438925343    99625780    53804813    53803096   151867707 
  86    1289.12      43235.99       98515149064       95445336551    747     32    53803096   373335498   416855019    94622204    51102683    51101070   144172634 
  87    1231.20      41199.74       95446639064       92058184211    723     32    51101070   352994580   394131700    89465378    48328258    48326754   136174547 
  88    1147.48      38959.27       92059452189       88415341216    700     32    48326754   332277378   369550713    82784629    45511294    45509640   125790385 
  89    1089.85      36648.13       88416578083       84632743168    670     32    45509640   311373962   345618979    76917134    42672117    42670296   117575008 
  90    1035.74      34536.16       84633848599       80695308241    644     32    42670296   290466994   323687653    73058233    39837574    39836102   110508790 
  91     973.17      32216.72       80696170467       76544802100    612     32    39836102   269728012   299850056    67148946    37026902    37025404   101406951 
  92     896.22      30107.94       76545434649       72229586923    584     32    37025404   249317040   276960302    61907106    34263844    34262446    93096769 
  93     826.54      27831.12       72230199530       67813679485    553     32    34262446   229378852   254205540    56390473    31563785    31562326    85283780 
  94     776.04      25638.87       67814240991       63372306275    517     32    31562326   210043364   231558576    50461951    28946739    28945114    76546390 
  95     717.58      23496.40       63372825473       58937394543    484     32    28945114   191423218   211369749    46370070    26423539    26422182    69879029 
  96     670.33      21522.40       58937902691       54553846455    454     32    26422182   173614502   192318668    42714223    24010057    24008924    63477122 
  97     617.77      19539.47       54554297071       50254649182    417     32    24008924   156694902   172279329    37298163    21713736    21712534    55611832 
  98     560.69      17665.14       50255081176       46068789057    387     32    21712534   140725894   153773022    32592242    19545114    19543786    48872146 
  99     515.98      15914.45       46069198047       42020643338    356     32    19543786   125750874   137430581    29186747    17507040    17505744    43110247 
 100     449.78      14124.39       42021005483       38140014214    322     32    17505744   111798078   120619751    24427735    15606062    15604634    36512501 
 101     413.62      12643.10       38140371578       34436368193    299     32    15604634    98879810   106903123    21864376    13841063    13839898    31910820 
 102     372.76      11210.37       34436670312       30934861361    269     32    13839898    86995118    93056216    18275958    12214860    12213700    27009676 
 103     332.72       9909.86       30935152281       27641259998    245     32    12213700    76129650    81757644    16351334    10723340    10722312    22859535 
 104     298.14       8692.58       27641523015       24567239930    220     32    10722312    66258980    70743987    13850532     9365525     9364650    19169638 
 105     262.19       7581.38       24567456416       21715510866    194     32     9364650    57348062    60739344    11526623     8135341     8134518    15544563 
 106     228.84       6558.54       21715706696       19089777798    173     32     8134518    49354870    51026406     8700671     7029135     7028256    11658722 
 107     213.47       5698.14       19089962179       16684113099    155     32     7028256    42230224    43536814     7345431     6038841     6038102     9538128 
 108     180.62       4873.27       16684259374       14499562650    137     32     6038102    35920870    36239542     5477930     5159258     5158608     6842949 
 109     154.28       4146.40       14499684721       12524209325    120     32     5158608    30369354    30369354     4381585     4381585     4381086     4771383 
 110     130.69       3525.74       12524325257       10753717334    105     32     4381086    25517142    25517142     3699520     3699520     3699168     3699520 
 111     115.80       2992.85       10753794247        9175289140     91     32     3699168    21303964    21303964     3104200     3104200     3103900     3104200 
 112     106.32       2540.03        9175363766        7779451922     83     32     3103900    17670696    17670696     2588787     2588787     2588552     2632144 
 113      82.28       2130.74        7779501362        6551990342     71     32     2588552    14558820    14558820     2144724     2144724     2144542     2144724 
 114      76.23       1778.09        6552033005        5482284537     61     32     2144542    11912428    11912428     1765408     1765408     1765284     1765408 
 115      72.39       1493.04        5482325973        4554305089     54     32     1765284     9677698     9677698     1442989     1442989     1442898     1442989 
 116      59.27       1250.59        4554335402        3757413344     51     32     1442898     7804740     7804740     1171473     1171473     1171392     1171473 
 117      47.19       1029.38        3757430632        3076319902     45     32     1171392     6246434     6246434      943888      943888      943828      943888 
 118      45.16        863.99        3076331859        2500001685     40     32      943828     4960162     4960162      755013      755013      754976      755013 
 119      44.19        717.25        2500008509        2015148628     36     32      754976     3906634     3906634      599054      599054      599036      599054 
 120      41.19        596.62        2015149956        1611547063     33     32      599036     3050964     3050964      471634      471634      471630      471634 
 121      41.15        505.37        1611547063        1277245895     32     32      471630     2361646     2361646      368052      368052      368052      368052 
 122      36.14        424.05        1277245895        1003853985     32     32      368052     1811398     1811398      284844      284844      284844      284844 
 123      35.13        366.55        1003853985         781250041     32     32      284844     1375936     1375936      218318      218318      218318      218318 
 124      30.17        317.85         781250041         602446575     32     32      218318     1034720     1034720      165822      165822      165822      165822 
 125      30.14        273.73         602446575         459611130     32     32      165822      769848      769848      124608      124608      124608      124608 
 126      29.14        238.42         459611130         347104557     32     32      124608      566458      566458       92714       92714       92714       92714 
 127      24.19        214.06         347104557         258962685     32     32       92714      411830      411830       68154       68154       68154       68154 
 128      24.16        190.83         258962685         191123729     32     32       68154      295744      295744       49564       49564       49564       49564 
 129      24.18        174.36         191123729         139082133     32     32       49564      209508      209508       35548       35548       35548       35548 
 130      24.14        158.94         139082133          99980952     32     32       35548      146348      146348       25188       25188       25188       25188 
 131      24.22        146.37          99980952          70742349     32     32       25188      100644      100644       17566       17566       17566       17566 
 132      23.12        133.78          70742349          49355420     32     32       17566       68096       68096       12084       12084       12084       12084 
 133      23.12        123.53          49355420          33775577     32     32       12084       45224       45224        8154        8154        8154        8154 
 134      23.15        117.52          33775577          22769336     32     32        8154       29482       29482        5420        5420        5420        5420 
 135      23.33        108.68          22769336          14982404     32     32        5420       18782       18782        3518        3518        3518        3518 
 136      23.13        106.45          14982404           9677701     32     32        3518       11700       11700        2242        2242        2242        2242 
 137      23.13         98.07           9677701           6074581     32     32        2242        7076        7076        1388        1388        1388        1388 
 138      23.14         94.48           6074581           3725542     32     32        1388        4164        4164         840         840         840         840 
 139      23.12         93.38           3725542           2192552     32     32         840        2352        2352         488         488         488         488 
 140      23.17         91.08           2192552           1265886     32     32         488        1290        1290         278         278         278         278 
 141      23.13         88.74           1265886            683299     32     32         278         664         664         148         148         148         148 
 142      23.12         87.28            683299            355608     32     32         148         324         324          76          76          76          76 
 143      23.12         86.61            355608            171004     32     32          76         144         144          36          36          36          36 
 144      23.13         87.86            171004             77550     32     32          36          60          60          16          16          16          16 
 145      23.14         86.79             77550             30126     32     32          16          20          20           6           6           6           6 
