  It       Time      CPU Time            ReadIO           WriteIO  MTask  RTask    MapInRec   MapOutRec    ComInRec   ComOutRec    RedInRec   RedOutRec      Spills 
  79      57.12        229.75         632769231         540977754      8      8      445636     2271966     2271966      372950      372950      372950      372950 
  80      56.49        195.63         540977754         458363691      8      8      372950     1874538     1874538      309330      309330      309330      309330 
  81      48.13        167.08         458363691         384723301      8      8      309330     1531500     1531500      254172      254172      254172      254172 
  82      43.12        141.71         384723301         319725121      8      8      254172     1238846     1238846      206861      206861      206861      206861 
  83      40.14        122.52         319725121         263056513      8      8      206861      991566      991566      166672      166672      166672      166672 
  84      37.20        106.13         263056513         214199815      8      8      166672      785182      785182      132915      132915      132915      132915 
  85      33.10         89.13         214199815         172461403      8      8      132915      614688      614688      104848      104848      104848      104848 
  86      30.11         76.38         172461403         137299329      8      8      104848      475614      475614       81787       81787       81787       81787 
  87      26.10         66.05         137299329         108012340      8      8       81787      363436      363436       63044       63044       63044       63044 
  88      24.08         57.24         108012340          83890407      8      8       63044      274156      274156       48002       48002       48002       48002 
  89      24.10         49.79          83890407          64297981      8      8       48002      203956      203956       36068       36068       36068       36068 
  90      24.11         42.80          64297981          48617817      8      8       36068      149570      149570       26736       26736       26736       26736 
  91      23.14         38.53          48617817          36195880      8      8       26736      107984      107984       19523       19523       19523       19523 
  92      24.09         34.04          36195880          26538052      8      8       19523       76680       76680       14039       14039       14039       14039 
  93      23.15         29.93          26538052          19128791      8      8       14039       53504       53504        9924        9924        9924        9924 
  94      23.11         27.72          19128791          13539608      8      8        9924       36620       36620        6892        6892        6892        6892 
  95      23.11         25.21          13539608           9406962      8      8        6892       24542       24542        4691        4691        4691        4691 
  96      23.10         22.67           9406962           6402291      8      8        4691       16074       16074        3126        3126        3126        3126 
  97      23.19         20.81           6402291           4246174      8      8        3126       10272       10272        2034        2034        2034        2034 
  98      23.10         19.20           4246174           2741646      8      8        2034        6374        6374        1290        1290        1290        1290 
  99      23.10         17.37           2741646           1716678      8      8        1290        3838        3838         793         793         793         793 
 100      24.15         16.47           1716678           1040017      8      8         793        2218        2218         472         472         472         472 
 101      23.11         15.14           1040017            602926      8      8         472        1232        1232         269         269         269         269 
 102      22.12         15.20            602926            337678      8      8         269         650         650         148         148         148         148 
 103      22.09         13.88            337678            176626      8      8         148         324         324          76          76          76          76 
 104      22.10         13.84            176626             85110      8      8          76         144         144          36          36          36          36 
 105      22.11         13.41             85110             38508      8      8          36          60          60          16          16          16          16 
 106      22.09         13.34             38508             14849      8      8          16          20          20           6           6           6           6 
