  It       Time      CPU Time            ReadIO           WriteIO  MTask  RTask    MapInRec   MapOutRec    ComInRec   ComOutRec    RedInRec   RedOutRec      Spills 
  48      90.22       1535.37        2000078866        2130155425     32     32     2919694    18380180    18380180     3034274     3034274     3034274     3034274 
  49      82.20       1574.89        2130155425        2252587393     32     32     3034274    19072900    19072900     3133018     3133018     3133018     3133018 
  50      93.23       1630.34        2252587393        2367262111     32     32     3133018    19659094    19659094     3214204     3214204     3214199     3420089 
  51      86.19       1665.86        2367262111        2472629131     32     32     3214199    20125802    20125802     3276395     3276395     3276395     3276395 
  52      90.41       1697.01        2472629131        2565261336     32     32     3276395    20466584    20466584     3318501     3318501     3318493     3516950 
  53      89.20       1706.31        2565261336        2645010438     32     32     3318493    20672786    20672786     3339744     3339744     3339734     3692729 
  54      86.67       1724.91        2645012889        2710638593     33     32     3339734    20742720    20742720     3339747     3339747     3339734     3514551 
  55      83.57       1720.65        2710639566        2759025891     33     32     3339734    20672786    20672786     3318521     3318521     3318493     4172498 
  56      82.19       1711.87        2759027835        2790752182     33     32     3318493    20466584    20466584     3276403     3276403     3276395     3438469 
  57      84.23       1699.15        2790754394        2805372900     33     32     3276395    20125802    20125802     3214232     3214232     3214199     4040181 
  58      80.19       1652.52        2805373244        2800722418     33     32     3214199    19659094    19659094     3133028     3133028     3133018     3286614 
  59      80.19       1631.83        2800724540        2778346908     33     32     3133018    19072900    19072900     3034310     3034310     3034274     3820689 
  60      73.23       1570.68        2778347414        2738758045     33     32     3034274    18380180    18380180     2919701     2919701     2919694     2919701 
  61      75.19       1518.75        2738760205        2681024332     33     32     2919694    17591288    17591288     2791222     2791222     2791200     3376057 
  62      71.17       1449.93        2681025683        2608888778     33     32     2791200    16722102    16722102     2650954     2650954     2650948     2650954 
  63      73.20       1387.96        2608888778        2524340988     32     32     2650948    15785424    15785424     2501175     2501175     2501157     2914604 
  64      67.17       1318.36        2524341400        2424446058     33     32     2501157    14798596    14798596     2344174     2344174     2344174     2344174 
  65      65.17       1238.06        2424446058        2311489277     32     32     2344174    13775322    13775322     2182301     2182301     2182301     2182301 
  66      64.21       1158.62        2311491079        2188399301     33     32     2182301    12732742    12732742     2017855     2017855     2017850     2017855 
  67      58.22       1081.04        2188399301        2056502260     32     32     2017850    11683922    11683922     1852983     1852983     1852983     1852983 
  68      57.15       1006.69        2056502260        1919141334     32     32     1852983    10644328    10644328     1689777     1689777     1689777     1689777 
  69      51.18        927.56        1919141334        1778295056     32     32     1689777     9625188     9625188     1530073     1530073     1530073     1530073 
  70      50.20        854.23        1778295056        1635307468     32     32     1530073     8639176     8639176     1375567     1375567     1375567     1375567 
  71      44.15        782.32        1635307468        1492914569     32     32     1375567     7694650     7694650     1227649     1227649     1227649     1227649 
  72      43.18        713.53        1492914569        1352862878     32     32     1227649     6800916     6800916     1087545     1087545     1087545     1087545 
  73      36.13        647.72        1352862878        1216212137     32     32     1087545     5963160     5963160      956142      956142      956142      956142 
  74      36.17        588.53        1216212137        1084994133     32     32      956142     5186954     5186954      834159      834159      834159      834159 
  75      34.13        532.23        1084994133         960248946     32     32      834159     4474320     4474320      721997      721997      721997      721997 
  76      29.12        480.28         960248946         842657912     32     32      721997     3827460     3827460      619895      619895      619895      619895 
  77      29.13        434.44         842657912         733342688     32     32      619895     3245580     3245580      527826      527826      527826      527826 
  78      28.16        391.29         733342688         632769807     32     32      527826     2728078     2728078      445636      445636      445636      445636 
  79      22.12        349.74         632769807         540978350     32     32      445636     2271966     2271966      372950      372950      372950      372950 
  80      22.12        316.28         540978350         458364327     32     32      372950     1874538     1874538      309330      309330      309330      309330 
  81      22.14        286.97         458364327         384723857     32     32      309330     1531500     1531500      254172      254172      254172      254172 
  82      21.14        253.75         384723857         319725757     32     32      254172     1238846     1238846      206861      206861      206861      206861 
  83      16.21        227.64         319725757         263057089     32     32      206861      991566      991566      166672      166672      166672      166672 
  84      16.10        205.80         263057089         214200431     32     32      166672      785182      785182      132915      132915      132915      132915 
  85      16.10        188.69         214200431         172462039     32     32      132915      614688      614688      104848      104848      104848      104848 
  86      16.12        174.29         172462039         137299905     32     32      104848      475614      475614       81787       81787       81787       81787 
  87      16.12        159.78         137299905         108012936     32     32       81787      363436      363436       63044       63044       63044       63044 
  88      16.13        148.97         108012936          83890983     32     32       63044      274156      274156       48002       48002       48002       48002 
  89      15.11        138.22          83890983          64298577     32     32       48002      203956      203956       36068       36068       36068       36068 
  90      15.10        129.30          64298577          48618393     32     32       36068      149570      149570       26736       26736       26736       26736 
  91      15.11        121.41          48618393          36196536     32     32       26736      107984      107984       19523       19523       19523       19523 
  92      15.12        114.22          36196536          26538668     32     32       19523       76680       76680       14039       14039       14039       14039 
  93      15.14        107.96          26538668          19129467     32     32       14039       53504       53504        9924        9924        9924        9924 
  94      15.15        102.70          19129467          13540264     32     32        9924       36620       36620        6892        6892        6892        6892 
  95      15.10         95.07          13540264           9407638     32     32        6892       24542       24542        4691        4691        4691        4691 
  96      15.11         90.30           9407638           6403047     32     32        4691       16074       16074        3126        3126        3126        3126 
  97      15.11         86.52           6403047           4246830     32     32        3126       10272       10272        2034        2034        2034        2034 
  98      15.11         83.29           4246830           2742342     32     32        2034        6374        6374        1290        1290        1290        1290 
  99      15.10         80.05           2742342           1717414     32     32        1290        3838        3838         793         793         793         793 
 100      15.11         78.40           1717414           1040853     32     32         793        2218        2218         472         472         472         472 
 101      15.17         76.87           1040853            603822     32     32         472        1232        1232         269         269         269         269 
 102      15.10         75.17            603822            338574     32     32         269         650         650         148         148         148         148 
 103      15.11         75.04            338574            177502     32     32         148         324         324          76          76          76          76 
 104      15.16         74.55            177502             86026     32     32          76         144         144          36          36          36          36 
 105      15.12         74.27             86026             39424     32     32          36          60          60          16          16          16          16 
 106      15.11         74.06             39424             15785     32     32          16          20          20           6           6           6           6 
