  It       Time      CPU Time            ReadIO           WriteIO  MTask  RTask    MapInRec   MapOutRec    ComInRec   ComOutRec    RedInRec   RedOutRec      Spills 
  55   11135.21      24601.17       32347328501       35728680086    242      2    34262446   249317040   285904677    73613271    37025634    37025404   138291311 
  56   18863.81      24158.18       35729064875                39    268      5    37025404   269728012   269728012    39839497           0           0    78067147 
  57      17.14          2.11                39                78      1      2           0           0           0           0           0           0           0 
  58      14.11          2.78                78                78      2      2           0           0           0           0           0           0           0 
  59      15.93          2.75                78                78      2      2           0           0           0           0           0           0           0 
  60      14.08          2.84                78                78      2      2           0           0           0           0           0           0           0 
  61      14.22          2.78                78                78      2      2           0           0           0           0           0           0           0 
  62      15.14          2.87                78                78      2      2           0           0           0           0           0           0           0 
  63      14.13          2.80                78                78      2      2           0           0           0           0           0           0           0 
  64      14.08          2.76                78                78      2      2           0           0           0           0           0           0           0 
  65      14.18          2.79                78                78      2      2           0           0           0           0           0           0           0 
  66      14.16          2.76                78                78      2      2           0           0           0           0           0           0           0 
  67      14.08          2.77                78                78      2      2           0           0           0           0           0           0           0 
  68      14.13          2.79                78                78      2      2           0           0           0           0           0           0           0 
  69      15.21          2.88                78                78      2      2           0           0           0           0           0           0           0 
  70      14.10          2.79                78                78      2      2           0           0           0           0           0           0           0 
  71      14.09          2.80                78                78      2      2           0           0           0           0           0           0           0 
  72      14.21          2.75                78                78      2      2           0           0           0           0           0           0           0 
  73      14.11          2.76                78                78      2      2           0           0           0           0           0           0           0 
  74      14.10          2.84                78                78      2      2           0           0           0           0           0           0           0 
  75      14.08          2.82                78                78      2      2           0           0           0           0           0           0           0 
  76      14.08          2.78                78                78      2      2           0           0           0           0           0           0           0 
  77      14.13          2.84                78                78      2      2           0           0           0           0           0           0           0 
  78      14.08          2.89                78                78      2      2           0           0           0           0           0           0           0 
  79      14.12          2.75                78                78      2      2           0           0           0           0           0           0           0 
  80      14.10          2.81                78                78      2      2           0           0           0           0           0           0           0 
  81      14.16          2.78                78                78      2      2           0           0           0           0           0           0           0 
  82      14.17          2.76                78                78      2      2           0           0           0           0           0           0           0 
  83      14.28          2.76                78                78      2      2           0           0           0           0           0           0           0 
  84      14.11          2.75                78                78      2      2           0           0           0           0           0           0           0 
  85      14.09          2.70                78                78      2      2           0           0           0           0           0           0           0 
  86      14.15          2.79                78                78      2      2           0           0           0           0           0           0           0 
  87      15.19          2.80                78                78      2      2           0           0           0           0           0           0           0 
  88      14.08          2.73                78                78      2      2           0           0           0           0           0           0           0 
  89      14.09          2.78                78                78      2      2           0           0           0           0           0           0           0 
  90      14.09          2.74                78                78      2      2           0           0           0           0           0           0           0 
  91      14.13          2.81                78                78      2      2           0           0           0           0           0           0           0 
  92      14.10          2.75                78                78      2      2           0           0           0           0           0           0           0 
  93      14.10          2.71                78                78      2      2           0           0           0           0           0           0           0 
  94      14.13          2.75                78                78      2      2           0           0           0           0           0           0           0 
  95      14.34          2.74                78                78      2      2           0           0           0           0           0           0           0 
  96      14.13          2.76                78                78      2      2           0           0           0           0           0           0           0 
  97      14.15          2.84                78                78      2      2           0           0           0           0           0           0           0 
  98      14.11          2.78                78                78      2      2           0           0           0           0           0           0           0 
  99      14.15          2.84                78                78      2      2           0           0           0           0           0           0           0 
 100      14.08          2.78                78                78      2      2           0           0           0           0           0           0           0 
 101      15.12          2.87                78                78      2      2           0           0           0           0           0           0           0 
 102      14.08          2.78                78                78      2      2           0           0           0           0           0           0           0 
 103      14.10          2.83                78                78      2      2           0           0           0           0           0           0           0 
 104      14.08          2.78                78                78      2      2           0           0           0           0           0           0           0 
 105      14.08          2.73                78                78      2      2           0           0           0           0           0           0           0 
 106      14.12          2.75                78                78      2      2           0           0           0           0           0           0           0 
 107      14.18          2.76                78                78      2      2           0           0           0           0           0           0           0 
 108      14.12          2.73                78                78      2      2           0           0           0           0           0           0           0 
 109      14.15          2.76                78                78      2      2           0           0           0           0           0           0           0 
 110      14.08          2.79                78                78      2      2           0           0           0           0           0           0           0 
 111      14.15          2.81                78                78      2      2           0           0           0           0           0           0           0 
 112      14.09          2.76                78                78      2      2           0           0           0           0           0           0           0 
 113      14.08          2.85                78                78      2      2           0           0           0           0           0           0           0 
 114      14.10          2.86                78                78      2      2           0           0           0           0           0           0           0 
 115      14.08          2.84                78                78      2      2           0           0           0           0           0           0           0 
 116      15.08          2.82                78                78      2      2           0           0           0           0           0           0           0 
 117      14.13          2.79                78                78      2      2           0           0           0           0           0           0           0 
 118      14.13          2.78                78                78      2      2           0           0           0           0           0           0           0 
 119      14.16          2.78                78                78      2      2           0           0           0           0           0           0           0 
 120      14.07          2.81                78                78      2      2           0           0           0           0           0           0           0 
 121      14.07          2.76                78                78      2      2           0           0           0           0           0           0           0 
 122      14.08          2.71                78                78      2      2           0           0           0           0           0           0           0 
 123      14.09          2.78                78                78      2      2           0           0           0           0           0           0           0 
 124      14.09          2.86                78                78      2      2           0           0           0           0           0           0           0 
 125      15.10          2.83                78                78      2      2           0           0           0           0           0           0           0 
 126      14.15          2.73                78                78      2      2           0           0           0           0           0           0           0 
 127      14.18          2.83                78                78      2      2           0           0           0           0           0           0           0 
 128      15.21          2.80                78                78      2      2           0           0           0           0           0           0           0 
 129      14.07          2.78                78                78      2      2           0           0           0           0           0           0           0 
 130      14.09          2.74                78                78      2      2           0           0           0           0           0           0           0 
 131      14.09          2.80                78                78      2      2           0           0           0           0           0           0           0 
 132      14.08          2.76                78                78      2      2           0           0           0           0           0           0           0 
 133      14.09          2.74                78                78      2      2           0           0           0           0           0           0           0 
 134      14.08          2.91                78                78      2      2           0           0           0           0           0           0           0 
 135      15.17          2.86                78                78      2      2           0           0           0           0           0           0           0 
 136      14.13          2.78                78                78      2      2           0           0           0           0           0           0           0 
 137      14.09          2.74                78                78      2      2           0           0           0           0           0           0           0 
 138      14.09          2.73                78                78      2      2           0           0           0           0           0           0           0 
 139      14.08          2.78                78                78      2      2           0           0           0           0           0           0           0 
 140      14.08          2.90                78                78      2      2           0           0           0           0           0           0           0 
 141      14.09          2.83                78                78      2      2           0           0           0           0           0           0           0 
 142      14.08          2.74                78                78      2      2           0           0           0           0           0           0           0 
 143      14.08          2.82                78                78      2      2           0           0           0           0           0           0           0 
 144      14.15          2.79                78                78      2      2           0           0           0           0           0           0           0 
 145      14.14          2.74                78                78      2      2           0           0           0           0           0           0           0 
