  It       Time      CPU Time            ReadIO           WriteIO  MTask  RTask    MapInRec   MapOutRec    ComInRec   ComOutRec    RedInRec   RedOutRec      Spills 
  49     711.39       1551.87        2130166078        2252584403     17      2     3034274    19072900    21692410     5752555     3133045     3133018     7608112 
  50     757.86       1601.69        2252601044        2367260501     18      2     3133018    19659094    22213736     5768873     3214231     3214199     7596230 
  51     744.88       1635.70        2367279605        2472627941     19      2     3214199    20125802    22615783     5766413     3276432     3276395     7718347 
  52     782.81       1692.35        2472652013        2565260506     20      2     3276395    20466584    22874651     5726609     3318542     3318493     7643098 
  53     810.94       1709.83        2565284653        2645009688     21      2     3318493    20672786    23030683     5697668     3339771     3339734     7560440 
  54     791.82       1707.30        2645031289        2710637863     21      2     3339734    20742720    23020409     5617481     3339792     3339734     7580182 
  55     795.15       1713.66        2710664607        2759025181     22      2     3339734    20672786    23058708     5704475     3318553     3318493     7425803 
  56     796.56       1701.11        2759051085        2790751412     22      2     3318493    20466584    22784629     5594508     3276463     3276395     7283461 
  57     796.10       1674.41        2790776614        2805372130     22      2     3276395    20125802    22376135     5464581     3214248     3214199     7101391 
  58     783.63       1645.58        2805396023        2800721668     22      2     3214199    19659094    21843525     5317518     3133087     3133018     6735699 
  59     753.63       1589.16        2800746310        2778346158     22      2     3133018    19072900    21198527     5159954     3034327     3034274     6402408 
  60     723.79       1533.65        2778378163        2738757295     22      2     3034274    18380180    20447165     4986720     2919735     2919694     6038822 
  61     695.74       1493.10        2738789825        2681024242     22      2     2919694    17591288    19587745     4787699     2791242     2791200     6079156 
  62     655.32       1410.71        2681051255        2608916348     21      2     2791200    16722102    18648633     4577521     2650990     2650948     5408575 
  63     630.17       1329.90        2608945740        2524362798     21      2     2650948    15785424    17638516     4354273     2501181     2501157     5186185 
  64     612.95       1274.06        2524390406        2424442648     20      2     2501157    14798596    16689505     4235112     2344203     2344174     5039840 
  65     553.40       1192.71        2424464295        2311485047     19      2     2344174    13775322    15617474     4024482     2182330     2182301     4525850 
  66     534.23       1108.94        2311505838        2188396131     19      2     2182301    12732742    14510206     3795328     2017864     2017850     4287181 
  67     486.95       1024.53        2188417408        2056501270     18      2     2017850    11683922    13392485     3561574     1853011     1852983     3804928 
  68     467.82        934.95        2056521667        1919140424     17      2     1852983    10644328    12334194     3379647     1689781     1689777     3620813 
  69     401.75        837.64        1919157522        1778294266     16      2     1689777     9625188    10432182     2337115     1530121     1530073     2451578 
  70     376.54        759.68        1778312048        1635306758     15      2     1530073     8639176     9397797     2134215     1375594     1375567     2247665 
  71     323.57        677.64        1635322103        1492913819     14      2     1375567     7694650     8521983     2054999     1227666     1227649     2165433 
  72     304.91        605.57        1492925347        1352862188     13      2     1227649     6800916     7597316     1883963     1087563     1087545     1883963 
  73     254.42        532.43        1352873128        1216211447     11      2     1087545     5963160     6740989     1733976      956147      956142     1733976 
  74     241.83        468.00        1216223485        1084993443     10      2      956142     5186954     5937979     1585195      834170      834159     1585195 
  75     210.59        410.50        1085003603         960248176      9      2      834159     4474320     5196356     1444033      721997      721997     1444033 
  76     184.32        341.46         960258167         842657222      9      2      721997     3827460     3827460      619936      619936      619895      619936 
  77     145.27        290.38         842668586         733341978      8      2      619895     3245580     3245580      527861      527861      527826      527861 
  78     133.92        245.95         733349862         632769097      7      2      527826     2728078     2728078      445657      445657      445636      445657 
  79     119.23        206.20         632775313         540977640      6      2      445636     2271966     2271966      372972      372972      372950      372972 
  80      90.45        170.45         540984367         458363577      5      2      372950     1874538     1874538      309344      309344      309330      309344 
  81      84.19        141.86         458366663         384723187      5      2      309330     1531500     1531500      254179      254179      254172      254179 
  82      77.64        116.49         384726430         319725027      4      2      254172     1238846     1238846      206868      206868      206861      206868 
  83      60.15         95.82         319728064         263056399      4      2      206861      991566      991566      166681      166681      166672      166681 
  84      45.16         74.72         263056471         214199721      3      2      166672      785182      785182      132919      132919      132915      132919 
  85      44.12         61.88         214202986         172461289      3      2      132915      614688      614688      104848      104848      104848      104848 
  86      40.11         51.37         172463804         137299235      3      2      104848      475614      475614       81792       81792       81787       81792 
  87      41.12         39.02         137299235         108012226      2      2       81787      363436      363436       63044       63044       63044       63044 
  88      31.11         29.72         108012226          83890313      2      2       63044      274156      274156       48002       48002       48002       48002 
  89      26.13         25.01          83890313          64297867      2      2       48002      203956      203956       36068       36068       36068       36068 
  90      25.12         21.02          64297867          48617703      2      2       36068      149570      149570       26736       26736       26736       26736 
  91      20.09         16.55          48617703          36195786      2      2       26736      107984      107984       19523       19523       19523       19523 
  92      19.10         13.67          36195786          26537958      2      2       19523       76680       76680       14039       14039       14039       14039 
  93      15.08         10.88          26537958          19128697      2      2       14039       53504       53504        9924        9924        9924        9924 
  94      14.09          8.77          19128697          13539454      2      2        9924       36620       36620        6892        6892        6892        6892 
  95      15.08          7.82          13539454           9406988      2      2        6892       24542       24542        4691        4691        4691        4691 
  96      15.10          6.78           9406988           6402197      2      2        4691       16074       16074        3126        3126        3126        3126 
  97      14.09          5.92           6402197           4246040      2      2        3126       10272       10272        2034        2034        2034        2034 
  98      15.08          5.42           4246040           2741512      2      2        2034        6374        6374        1290        1290        1290        1290 
  99      15.08          4.94           2741512           1716524      2      2        1290        3838        3838         793         793         793         793 
 100      15.08          4.65           1716524           1039863      2      2         793        2218        2218         472         472         472         472 
 101      14.09          4.02           1039863            602732      2      2         472        1232        1232         269         269         269         269 
 102      14.08          3.91            602732            337464      2      2         269         650         650         148         148         148         148 
 103      14.09          3.46            337464            176412      2      2         148         324         324          76          76          76          76 
 104      15.12          3.35            176412             84896      2      2          76         144         144          36          36          36          36 
 105      15.08          3.16             84896             38294      2      2          36          60          60          16          16          16          16 
 106      14.08          2.97             38294             14615      2      2          16          20          20           6           6           6           6 
