  It       Time      CPU Time            ReadIO           WriteIO  MTask  RTask    MapInRec   MapOutRec    ComInRec   ComOutRec    RedInRec   RedOutRec      Spills 
  84      30.11        169.84         263056745         214200047     16     16      166672      785182      785182      132915      132915      132915      132915 
  85      27.14        149.56         214200047         172461635     16     16      132915      614688      614688      104848      104848      104848      104848 
  86      27.14        134.46         172461635         137299581     16     16      104848      475614      475614       81787       81787       81787       81787 
  87      22.10        121.29         137299581         108012552     16     16       81787      363436      363436       63044       63044       63044       63044 
  88      20.14        108.90         108012552          83890639     16     16       63044      274156      274156       48002       48002       48002       48002 
  89      20.10         98.56          83890639          64298173     16     16       48002      203956      203956       36068       36068       36068       36068 
  90      20.12         89.24          64298173          48618049     16     16       36068      149570      149570       26736       26736       26736       26736 
  91      19.12         82.42          48618049          36196072     16     16       26736      107984      107984       19523       19523       19523       19523 
  92      19.14         76.63          36196072          26538244     16     16       19523       76680       76680       14039       14039       14039       14039 
  93      21.11         71.67          26538244          19129063     16     16       14039       53504       53504        9924        9924        9924        9924 
  94      18.11         66.15          19129063          13539720     16     16        9924       36620       36620        6892        6892        6892        6892 
  95      19.10         61.59          13539720           9407154     16     16        6892       24542       24542        4691        4691        4691        4691 
  96      19.10         56.27           9407154           6402583     16     16        4691       16074       16074        3126        3126        3126        3126 
  97      18.10         53.89           6402583           4246306     16     16        3126       10272       10272        2034        2034        2034        2034 
  98      19.11         49.45           4246306           2741758     16     16        2034        6374        6374        1290        1290        1290        1290 
  99      18.10         46.28           2741758           1716790     16     16        1290        3838        3838         793         793         793         793 
 100      18.10         43.58           1716790           1040189     16     16         793        2218        2218         472         472         472         472 
 101      18.13         42.03           1040189            603098     16     16         472        1232        1232         269         269         269         269 
 102      18.12         40.64            603098            337850     16     16         269         650         650         148         148         148         148 
 103      18.18         39.57            337850            176858     16     16         148         324         324          76          76          76          76 
 104      18.11         38.34            176858             85362     16     16          76         144         144          36          36          36          36 
 105      18.11         38.16             85362             38800     16     16          36          60          60          16          16          16          16 
 106      18.09         38.03             38800             15141     16     16          16          20          20           6           6           6           6 
